# The string slots holding the enemy status lines, the four hints under an
# enemy's stats in battle. Generated by scripts/extract_enemy_info.js -- edit
# glossaries/enemy_info_glossary.tsv to change the English, not this file.
#
# Columns: string slot <TAB> the Japanese, JSON-quoted <TAB> how many enemies use it.
# ◆敵情報１, ◆敵情報２, ◆敵情報３, ◆敵情報４ = globals 356, 357, 358, 359.
# 6 more slots are assigned here and used elsewhere too, so translating
# them would change something other than this panel. They are left out: s[0] = "", s[12400] = "デセラレーター", s[12708] = "制限装甲", s[12668] = "炎無効", s[12670] = "氷無効", s[2686] = "　".
13018	"混乱状態"	1
13019	"4ラウンド以降→逃亡有り"	1
13032	"1ラウンド　力溜め"	1
13038	"3.6.9ラウンド　大技"	6
13050	"3.6.9 ケイブワンの大技"	1
13051	"ケイブニャンの大技　有り？"	1
13067	"自軍.燃え→大技"	1
13068	"敵.燃え→異常除去"	1
13069	"7ラウンド　回復"	1
13081	"ライバル戦"	1
13105	"重装甲　装甲破壊等で除去可"	14
13106	"4.9.14ラウンド　バリア展開"	1
13107	"5.10.15.20 大技"	2
13108	"魔法耐性有り"	2
13112	"ラウンドが進むと攻撃回数ＵＰ"	1
13125	"4.8.12ラウンド　大技、体質再生"	2
13126	"自軍が回復→敵も回復"	1
13127	"敵.凍え→止まる"	1
13133	"自軍が回復→敵も自爆"	1
13134	"腐っています"	2
13137	"重装甲(物理.魔法)を交互に貼る"	1
13138	"3.6.8.10ラウンド 大技"	1
13144	"6ラウンド後　死ぬ"	1
13221	"魔法は効かない"	2
13222	"全裸　→　ヤバイ"	1
13223	"はにほー"	1
13235	"攻撃　→　反射攻撃"	1
13236	"3.6.10ラウンド　大技"	1
13245	"3.10ラウンド　大技"	1
13246	"飛行、回避　発生"	1
13255	"HP50%以下→逃亡有り"	1
13256	"敵.異常２→逃亡有り"	1
13261	"1.5.10.15ラウンド　大技"	1
13271	"自軍.恐怖→怒濤の攻撃"	2
13276	"自軍.毒→雄叫び"	1
13282	"自軍.魔法→鬼の鏡"	1
13283	"自軍.恐怖→大技"	1
13286	"1ラウンド　間引き攻撃"	1
13287	"歌声　ＡＰ全消滅"	1
13298	"ゲート発動→敗北"	1
13299	"ゲート　魔法ブレイク等で除去可"	1
13308	"一定間隔で水面下に潜る"	2
13320	"回復行動多い"	1
13321	"6ラウンドに大回復"	1
13322	"敵HP50%以下　連続攻撃有り"	1
13331	"攻撃、遠隔攻撃が効きにくい"	1
13332	"呪い攻撃"	1
13333	"敵.異常→除去行動"	1
13340	"自軍.感電→連続雷撃攻撃"	1
13341	"自軍.燃え→連続炎攻撃"	1
13342	"自軍.凍え→連続氷攻撃"	1
13343	"魔鉄匠の末裔には逆らえない"	2
13352	"魔法に弱い"	1
13353	"6.9.ラウンドに大技"	1
13354	"6.9.12.15ラウンドに大技"	1
13355	"自身の支援無し→支援多数発生"	1
13361	"敵.異常２→異常除去"	1
13364	"1.2.3ラウンド　ラッシュ"	1
13365	"　その後、疲れる"	1
13366	"放水でＡＰを消す"	1
13372	"自己回復力を持つ"	1
13373	"敵HP50%以下でさらに強化"	1
13384	"重装甲　装甲破壊系の技で除去可能"	1
13385	"敵異常あり→行動が鈍くなる"	1
13386	"敵異常なし→行動が活発"	1
13394	"暗闇発生時→闇の援軍"	1
13395	"3.6.9ラウンド　暗闇発生"	1
13413	"自軍コンボ数に反応して攻撃"	1
13414	"　コンボ数多めは危険"	1
13415	"　コンボ数少なめ危険"	1
13416	"敵HP30%以下で自己修復"	1
13420	"2ラウンド目　アクセラレーター"	1
13421	"6ラウンド目　大技"	1
13432	"増殖して支援を発生する"	1
13433	"増えると致命的なバグになる"	1
13443	"5.10ラウンド　大技"	6
13444	"ＡＩが完成すると大技"	1
13445	"敵.異常→ＡＩ混乱有り"	1
13449	"3.6.9ラウンド　毒針、混乱"	1
13450	"小さいのが無数にいます"	1
13455	"　安定装置ゆえ無くなると暴走"	1
13460	"　特定以上のダメージを１度に"	8
13461	"　与えないと被害を受けない"	8
13475	"3.6.12ラウンド　大技"	1
13481	"自軍.攻撃→攻撃反射発動"	1
13482	"自軍.遠隔→遠隔反射発動"	1
13483	"自軍.魔法→魔法反射発動"	1
13490	"4.8.12.16ラウンド　ＰＧ製造"	1
13491	"戦えない製造装置"	1
13498	"5.10.15.20　大技"	1
13499	"敵異常３→除去"	1
13502	"熱狂状態→攻撃ラッシュ"	1
13509	"すら"	1
13510	"　すら"	1
13511	"　　すら"	1
13512	"とにかく倒せ"	1
13515	"敵HP50%以下→逃げる"	1
13516	"必ずアイテムを落とす"	1
13522	"5.10.ラウンド　大技"	1
13523	"15ラウンド以降　たまに大技"	1
13529	"★挑戦ボス★"	5
13538	"5ラウンドまでラッシュ"	1
13539	"以降、故障"	1
13554	"自軍.支援あり→３行動"	1
13555	"自軍.支援なし→２行動"	1
13560	"敵HP100%以下　大技"	1
13561	"敵HP75%以下　大技"	1
13562	"敵HP50%以下　大技"	2
13563	"敵HP25%以下　大技"	3
13569	"異常をかけまくってくる"	1
13570	"回復をよくする"	1
13573	"5.10.15ラウンド　大技"	5
13578	"3.5.10ラウンド　大技"	1
13583	"5.10.15ラウンド　即死予告"	1
13584	"自軍.異常３→満足"	1
13589	"魔法を喰らうと怒る"	1
13599	"4ラウンド　大技"	1
13605	"ランスが捕獲→混乱"	1
13606	"自軍.燃え→ＦＬ"	1
13607	"自軍.凍え→ＳＬ"	1
13608	"自軍.感電→大雷撃"	1
13616	"1.4ラウンド　大技"	1
13617	"★引き分け推奨★"	2
13624	"4.9.20ラウンド　大技"	1
13625	"　リズナの魔抵体質で対応"	1
13637	"美樹が居なくなると鬼神化"	1
13638	"美樹の応援回復は１回のみ"	1
13639	"ランスアタックには対抗する"	1
13644	"怒りでもう止められない"	1
13657	"★フルスペック★"	10
13662	"敵異常３→除去行動"	1
13663	"自軍.支援３→除去行動"	1
13664	"☆魔封印結界により弱体化☆"	1
13677	"12.20ラウンド　大技"	1
13678	"※洞窟内にて行動制限※"	1
13685	"3.6.9.12ラウンド 大技"	1
13689	"何もしてこないが"	1
13690	"しばらくすると立ち去る"	1
13703	"知性覚醒が進むと危険"	1
13704	"覚醒させないように殴って倒す"	1
13710	"4ラウンド以降、腹吸い込み開始"	2
13711	"10ラウンド　３使徒呼び出し"	2
13717	"香姫がいると腹吸い込みしない"	1
13718	"15.20.25ラウンド　大技"	2
13728	"サメザン居ない→３使徒呼び出し"	1
13729	"※香姫に夢中※"	1
13732	"3の倍数ラウンド、回復技"	1
13733	"カロリアが居ると確率で躊躇"	2
13734	"回避力高いので注意"	1
13738	"自軍.ＡＰ３以上で連続攻撃"	1
13746	"雷雲が育つと雷神雷光"	2
13747	"自身の異常2以上で異常除去"	1
13751	"※カオスにより深傷※"	2
13759	"5の倍数ラウンド　大技"	1
13760	"敵ＨＰ10%以下　大技"	1
13769	"5.8ラウンド　大技"	1
13782	"敵HP75%以下→回復"	1
13801	"アモルの消滅→ミスト化"	1
13805	"ミスト化　大技当たらない"	1
13813	"8ラウンド以降　動き低下"	1
13814	"15ラウンド以降　動き低下"	1
13815	"20ラウンド以降　動き低下"	1
13816	"※昼間にて弱体化※"	1
13827	"3.8.15.22ラウンド　大技"	1
13828	"自軍.恐怖無し→狂気の歌"	3
13835	"自軍.恐怖無し→狂気の声"	1
13836	"敵HP75%以下　　　隙が出来る"	1
13837	"15ラウンド以降 隙が出来る"	1
13857	"ランスを助けろ"	1
13860	"※ランス復活※"	1
13864	"2.6ラウンド　大技"	1
13876	"5.15.25.35ラウンド　支援"	1
13877	"敵支援2以下　支援"	1
13881	"5.15ラウンド　大技"	1
13920	"10.20.40ラウンド　大技"	1
13921	"４つの行動タイプに変化"	1
13929	"！！"	4
13959	"魔法は効かないことはない"	1
13960	"差し押さえをしてくる"	1
13973	"満載の食べ物"	1
13974	"制限時間内に食べ尽くせ"	1
13977	"自然は倒せない"	1
13978	"嵐が過ぎ去るまで耐えよう"	1
13990	"事件の真相は・・・"	1
13991	"調べて、推測して、謎を解こう"	1
13997	"5ラウンド　大技"	2
13998	"10ラウンド　大技＋回復"	1
13999	"敵HP50%以下　渾身有り"	1
14011	"どんどん作ってくる"	1
14012	"敵HP60%以下　引き分け"	1
14023	"6.12ラウンド　触手増える"	1
14024	"攻撃、遠隔　効きにくい"	1
14033	"石化されるが・・"	1
14034	"　粘れば・・・"	1
14036	"敵HP50%以下　特殊技"	1
14037	"敵HP10%以下　特殊技"	1
14042	"1.2ラウンド　呪いの準備"	1
14043	"3ラウンド　呪いで即死"	1
14045	"8.15ラウンド　大技"	1
14054	"3.9.10ラウンド　勇者斬り"	1
14055	"15.25ラウンド　勇者斬り"	1
14056	"　それぞれ発動条件あり"	1
14060	"魔法が効かない"	1
14061	"5.10.15ラウンド　ハニー応援"	1
